Año;Cod_Inst;Nombre_Institución;Tipo_Institución;Clasificación1;Clasificación2;Clasificación3;Clasificación4;Clasificación5;Nombre_sede;Comuna_sede;Nombre_Región;Orden_Geográfico;Cód_Carrera;Carrera_genérica;Nombre_programa;Mención_Especialidad;Horario;Tipo_programa;Area_conocimiento;idgenerocarrera;Tipo_carrera;IngresoDirecto;Año_inicio;NombreCampus;Duración_semestres;Cód_campus;Cód_sede;Título;Grado_académico;Máximo_puntaje_psu_prom_math_leng;Promedio_pje_psu_prom_math_leng;Mínimo_puntaje_psu_prom_math_leng;Puntaje_corte_primerselec;Puntaje_corte_promcarrera;Puntaje_corte_ultselec;Máximo_pje_nem;Promedio_pje_nem;Mínimo_pje_nem;Máximo_pje_ranking;Promedio_pje_ranking;Mínimo_pje_ranking;Número_alumnos_ingreso_psu;Número_alumnos_otro_ingreso;Valor_matricula;Valor_arancel;Valor_título;Vacantes;Matrícula_primer_año_hombres;Matrícula_primer_año_mujeres;Matrícula_primer_año_extranjero;Matrícula_primer_año;Matrícula_total_hombres;Matrícula_total_mujeres;Matrícula_total_extranjero;Matrícula_total;Matrícula_total_cohorte_año_anterior;Cód_sies;Pregado_postgrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;38520;Administración pública y similares;Administración Pública y Ciencia Política;;Diurno;Programa Regular;Administración y Comercio;1010002;Profesional con Licenciatura;Ingreso Directo;2018;;10;;1003001;Administrador Público;Licenciado en Ciencias Políticas y Administrativas;704;588;476;800;677;630;824;682;544;850;714;544;70;6;110000;4380490;20700;70;38;38;;76;229;194;;423;;I87S1C580J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1361;Contabilidad, Auditoría y similares;Auditoría;;Diurno;Programa Regular;Administración y Comercio;1010004;Profesional con Licenciatura;Ingreso Directo;1968;;8;;1003001;Contador Auditor;Licenciado en Contabilidad y Auditoría;670;547;476;696;582;509;782;598;429;850;619;431;61;3;110000;4380490;20700;60;26;38;;64;120;145;;265;;I87S1C4J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;1411;Contabilidad, Auditoría y similares;Auditoría;;Diurno;Programa Regular;Administración y Comercio;1010004;Profesional con Licenciatura;Ingreso Directo;1978;;8;;1003003;Contador Auditor;Licenciado en Contabilidad y Auditoría;681;550;478;705;613;536;803;649;502;850;686;502;44;2;110000;4380490;20700;40;19;27;;46;94;105;;199;;I87S3C4J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Chillán;Chillán;Región de Ñuble;11;1532;Ingeniería Comercial;Ingeniería Comercial;;Diurno;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;2005;;10;;1003002;Ingeniero Comercial;Licenciatura en Ciencias Económicas o en Ciencias de la Administración de Empresas;678;580;477;722;614;567;788;632;480;850;652;482;64;2;110000;4380490;20700;60;38;28;;66;159;120;;279;;I87S2C54J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1372;Ingeniería Comercial;Ingeniería Comercial;;Diurno;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;1957;;10;;1003001;Ingeniero Comercial;Licenciatura en Ciencias Económicas o en Ciencias de la Administración de Empresas;748;586;476;758;620;559;803;641;491;850;665;491;135;3;110000;4380490;20700;130;71;67;;138;299;269;;568;;I87S1C54J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;18194;Ingeniería Comercial;Ingeniería Comercial;;Diurno;Programa Regular;Administración y Comercio;1010005;Profesional con Licenciatura;Ingreso Directo;2010;;10;;1003003;Ingeniero Comercial;Licenciado en Ciencias de la Administración de Empresas;706;549;476;736;589;515;823;609;402;850;634;402;82;1;110000;4380490;20700;75;52;31;;83;147;143;;290;;I87S3C54J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Chillán;Chillán;Región de Ñuble;11;1392;Agronomía;Agronomía;;Diurno;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001001;Profesional con Licenciatura;Ingreso Directo;1954;;10;;1003002;Ingeniero Agrónomo;Licenciado en Agronomía;689;548;478;697;561;504;820;579;418;850;592;425;79;3;110000;4319162;20700;70;47;35;;82;274;196;;470;;I87S2C1J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;26316;Agronomía;Agronomía;;Diurno;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001001;Profesional con Licenciatura;Ingreso Directo;2013;;10;;1003001;Ingeniero Agrónomo;Licenciado en Agronomía;734;579;492;727;596;544;798;615;506;838;633;507;58;2;110000;4319162;20700;55;33;27;;60;194;136;;330;;I87S1C1J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1365;Biología Marina y similares;Biología Marina;;Diurno;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001002;Profesional con Licenciatura;Ingreso Directo;1974;;10;;1003001;Biólogo Marino;Licenciado en Biología Marina;702;588;483;715;618;558;767;642;517;823;673;517;36;1;110000;3768063;20700;30;16;21;;37;62;81;;143;;I87S1C7J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Chillán;Chillán;Región de Ñuble;11;1393;Ingeniería Agrícola y Agropecuaría;Ingeniería Civil Agrícola;;Diurno;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001005;Profesional con Licenciatura;Ingreso Directo;1988;;12;;1003002;Ingeniero Civil Agrícola;Licenciado en Ciencias de la Ingeniería;707;569;494;702;589;508;799;601;407;850;623;407;19;;110000;4453284;20700;30;16;3;;19;111;37;;148;;I87S2C46J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Chillán;Chillán;Región de Ñuble;11;1531;Ingeniería Agroindustrial;Ingeniería Agroindustrial;;Diurno;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001006;Profesional;Ingreso Directo;2005;;10;;1003002;Ingeniero en Agroindustrias;;585;573;561;561;555;548;613;549;484;630;558;485;2;;110000;4453284;20700;20;2;;;2;13;9;;22;;I87S2C239J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1373;Ingeniería Forestal y similares;Ingeniería Forestal;;Diurno;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001014;Profesional con Licenciatura;Ingreso Directo;1977;;10;;1003001;Ingeniero Forestal;Licenciado en Ingeniería Forestal;629;549;488;640;555;503;735;557;460;850;571;462;32;;110000;4319162;20700;40;23;9;;32;80;50;;130;;I87S1C44J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Chillán;Chillán;Región de Ñuble;11;1394;Medicina Veterinaria;Medicina Veterinaria;;Diurno;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001004;Profesional con Licenciatura;Ingreso Directo;1973;;10;;1003002;Médico Veterinario;Licenciado en Ciencias Veterinarias;683;583;479;717;628;591;803;676;517;850;711;517;85;6;110000;4817533;20700;85;21;70;;91;186;444;;630;;I87S2C101J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1520;Medicina Veterinaria;Medicina Veterinaria;;Diurno;Programa Regular;Agricultura, Silvicultura, Pesca y Veterinaria;1001004;Profesional con Licenciatura;Ingreso Directo;2004;;10;;1003001;Médico Veterinario;Licenciado en Ciencias Veterinarias;694;613;529;748;650;617;830;687;559;850;726;558;80;6;110000;4817533;20700;80;18;68;;86;167;435;;602;;I87S1C101J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1360;Arquitectura;Arquitectura;;Diurno;Programa Regular;Arte y Arquitectura;1002002;Profesional con Licenciatura;Ingreso Directo;1993;;12;;1003001;Arquitecto;Licenciado en Arquitectura;715;599;499;780;645;601;835;666;495;850;697;495;78;2;110000;4627161;20700;75;38;42;;80;186;208;;394;;I87S1C3J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;11012;Arte y similares;Artes Visuales;;Diurno;Programa Regular;Arte y Arquitectura;1002005;Profesional con Licenciatura;Ingreso Directo;2006;;10;;1003001;"Productor Visual; Gestor Cultural o Profesor en Artes Plásticas";Bachiller en Artes Visuales y de Licenciado en Artes Visuales;688;574;486;711;637;590;745;636;480;850;664;481;53;6;110000;4041435;20700;50;17;42;;59;56;180;;236;;I87S1C259J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1362;Biología;Biología;;Diurno;Programa Regular;Ciencias;1003001;Profesional con Licenciatura;Ingreso Directo;1960;;10;;1003001;Biólogo;Licenciado en Biología;707;590;492;732;621;570;788;648;462;850;676;466;60;2;110000;3768063;20700;60;30;32;;62;121;130;;251;;I87S1C6J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1363;Bioquímica;Bioquímica;;Diurno;Programa Regular;Ciencias;1003007;Profesional con Licenciatura;Ingreso Directo;1957;;11;;1003001;Bioquímico;Licenciado en Bioquímica;741;653;569;764;696;660;813;734;644;850;775;659;53;5;110000;3768063;20700;55;21;37;;58;152;175;;327;;I87S1C8J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;13972;Física, Astronomía y similares;Astronomía;;Diurno;Programa Regular;Ciencias;1003004;Profesional con Licenciatura;Ingreso Directo;2007;;11;;1003001;Astrónomo;Licenciado en Astronomía;748;670;580;760;708;681;798;740;654;850;790;681;47;7;110000;4299431;20700;40;34;20;;54;136;75;;211;;I87S1C10J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1376;Física, Astronomía y similares;Ciencias Físicas;;Diurno;Programa Regular;Ciencias;1003004;Profesional con Licenciatura;Ingreso Directo;2001;;12;;1003001;Físico o Ingeniero Físico;Licenciado en Ciencias Físicas;763;655;515;765;680;635;803;689;576;850;722;575;44;;110000;4218658;20700;45;28;16;;44;150;44;;194;;I87S1C413J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;13973;Física, Astronomía y similares;Geofísica;;Diurno;Programa Regular;Ciencias;1003004;Profesional con Licenciatura;Ingreso Directo;2007;;;;1003001;Geofísico;;787;620;511;813;654;595;824;674;506;850;706;506;35;2;110000;4299431;20700;35;14;23;;37;107;99;;206;;I87S1C39J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1371;Geología;Geología;;Diurno;Programa Regular;Ciencias;1008056;Profesional con Licenciatura;Ingreso Directo;1982;;12;;1003001;Geólogo;Licenciado en Geología;747;673;611;762;707;678;830;740;644;850;774;645;40;3;110000;3756284;20700;35;29;14;;43;143;92;;235;;I87S1C43J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1513;Ingeniería Estadística, Estadística y similares;Ingeniería Estadística;;Diurno;Programa Regular;Ciencias;1003011;Profesional con Licenciatura;Ingreso Directo;2004;;10;;1003001;Ingeniero Estadístico;Licenciado en Estadística;715;577;477;716;605;514;777;624;486;821;646;487;26;;110000;4038650;20700;25;16;10;;26;56;44;;100;;I87S1C234J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1379;Licenciatura en Matemáticas;Licenciatura en Matemáticas;;Diurno;Programa Regular;Ciencias;1003014;Licenciatura;Ingreso Directo;1960;;8;;1003001;;Licenciado en Matemáticas;785;619;510;797;621;548;803;616;480;850;633;480;18;;110000;3109281;20700;20;14;4;;18;36;13;;49;;I87S1C62J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1377;Química y carreras similares;Licenciatura en Química - Químico;;Diurno;Programa Regular;Ciencias;1003016;Profesional con Licenciatura;Ingreso Directo;1990;;10;;1003001;Químico;Licenciado en Química;648;556;478;643;579;542;697;586;396;714;594;404;23;2;110000;3756284;20700;25;12;13;;25;61;44;;105;;I87S1C64J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;10328;Química y carreras similares;Químico Analista;;Diurno;Programa Regular;Ciencias;1003016;Profesional;Ingreso Directo;1991;;6;;1003001;Químico Analista;;670;565;479;674;600;551;745;636;460;807;660;486;37;;110000;4168710;20700;35;14;23;;37;94;118;;212;;I87S1C2J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1533;Antropología, Arqueología y similares;Antropología;;Diurno;Programa Regular;Ciencias Sociales;1004007;Profesional con Licenciatura;Ingreso Directo;2005;;10;;1003001;Antropólogo;Licenciado en Antropología;693;581;485;749;624;566;788;647;482;850;672;484;62;2;110000;4317894;20700;66;19;45;;64;108;193;;301;;I87S1C240J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1387;Periodismo y similares;Periodismo;;Diurno;Programa Regular;Ciencias Sociales;1004001;Profesional con Licenciatura;Ingreso Directo;1953;;10;;1003001;Periodista;Licenciado en Comunicación Social;713;598;500;747;638;590;782;643;513;850;663;513;51;;110000;3992649;20700;50;25;26;;51;132;113;;245;;I87S1C121J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1390;Psicología;Psicología;;Diurno;Programa Regular;Ciencias Sociales;1004002;Profesional con Licenciatura;Ingreso Directo;1985;;11;;1003001;Psicólogo;Licenciado en Psicología;715;641;548;758;696;668;803;725;633;850;771;661;60;7;110000;3789201;20700;62;18;49;;67;105;225;;330;;I87S1C144J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1391;Sociología;Sociología;;Diurno;Programa Regular;Ciencias Sociales;1004005;Profesional con Licenciatura;Ingreso Directo;1993;;10;;1003001;Sociólogo;Licenciado en Sociología;698;566;477;722;583;519;750;582;451;775;594;451;61;1;110000;3789201;20700;65;28;34;;62;195;172;;367;;I87S1C147J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1389;Trabajo Social, Servicio Social, Planificación Social y similares;Trabajo Social;;Diurno;Programa Regular;Ciencias Sociales;1004006;Profesional con Licenciatura;Ingreso Directo;1957;;10;;1003001;Asistente Social;Licenciado en Servicio Social;665;559;478;677;602;570;782;628;534;850;647;534;69;2;110000;3373797;20700;70;17;54;;71;78;303;;381;;I87S1C16J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Chillán;Chillán;Región de Ñuble;11;1530;Derecho;Derecho;;Diurno;Programa Regular;Derecho;1005001;Profesional con Licenciatura;Ingreso Directo;2005;;10;;1003002;Abogado;Licenciado en Ciencias Jurídicas y Sociales;726;599;476;781;649;617;803;676;523;850;706;523;63;7;110000;4343277;20700;60;20;50;;70;132;200;;332;;I87S2C11J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1366;Derecho;Derecho;;Diurno;Programa Regular;Derecho;1005001;Profesional con Licenciatura;Ingreso Directo;1929;;10;;1003001;Abogado;Licenciado en Ciencias Jurídicas y Sociales;753;642;516;786;689;655;824;708;601;850;744;600;142;17;110000;4343277;20700;140;76;83;;159;404;507;;911;;I87S1C11J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1368;Educación Diferencial;Educación Diferencial;Deficiencia Mental;Diurno;Programa Regular;Educación;1007001;Profesional con Licenciatura;Ingreso Directo;1998;;9;;1003001;Profesor de Educación Diferencial;Licenciado en Educación;643;571;527;679;595;540;740;604;462;850;620;463;47;3;110000;2848864;20700;40;3;47;;50;8;203;;211;;I87S1C35J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;1416;Educación Diferencial;Educación Diferencial;Deficiencia Mental;Diurno;Programa Regular;Educación;1007001;Profesional con Licenciatura;Ingreso Directo;1997;;9;;1003003;Profesor de Educación Diferencial;Licenciado en Educación;618;548;526;647;560;503;697;558;429;758;574;429;28;5;110000;2848864;20700;45;1;32;;33;7;244;;251;;I87S3C35J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1369;Educación Parvularia;Educación Parvularia;;Diurno;Programa Regular;Educación;1007002;Profesional con Licenciatura;Ingreso Directo;1998;;9;;1003001;Educador de Párvulos;Licenciado en Educación;708;563;526;702;555;505;692;536;407;713;542;410;34;2;110000;2848864;20700;40;;36;;36;1;204;;205;;I87S1C37J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1367;Pedagogía Básica y menciones;Educación Básica;;Diurno;Programa Regular;Educación;1007004;Profesional con Licenciatura;Ingreso Directo;1998;;9;;1003001;Profesor de Educación General Básica;Licenciado en Educación;703;570;526;728;578;507;771;567;413;850;581;420;63;4;110000;2848864;20700;80;16;51;;67;79;305;;384;;I87S1C110J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;1414;Pedagogía Básica y menciones;Educación Básica;;Diurno;Programa Regular;Educación;1007004;Profesional con Licenciatura;Ingreso Directo;1976;;9;;1003003;Profesor de Educación General Básica;Licenciado en Educación;646;566;527;706;585;503;798;583;418;824;602;418;32;5;110000;2848864;20700;35;9;28;;37;42;150;;192;;I87S3C110J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;40927;Pedagogía en Artes;Pedagogía en Artes Visuales;;Diurno;Programa Regular;Educación;1007017;Profesional con Licenciatura;Ingreso Directo;2018;;10;;1003001;Profesor/A de Artes Visuales;Licenciado/A en Educación;711;606;530;749;639;576;782;641;491;822;663;492;20;1;110000;2848864;20700;20;5;16;;21;12;30;;42;;I87S1C635J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1419;Pedagogía en Biología, Química y similares;Pedagogía en Ciencias Naturales y Biología;;Diurno;Programa Regular;Educación;1007018;Profesional con Licenciatura;Ingreso Directo;1999;;10;;1003001;Profesor de Ciencias Naturales y Biología;Licenciado en Educación;731;596;526;734;614;503;813;633;469;835;658;471;25;1;110000;2848864;20700;25;7;19;;26;27;77;;104;;I87S1C109J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Los Ángeles;Los Ángeles;Región del Bío-Bío;10;10986;Pedagogía en Biología, Química y similares;Pedagogía en Ciencias Naturales y Biología;;Diurno;Programa Regular;Educación;1007018;Profesional con Licenciatura;Ingreso Directo;2006;;10;;1003003;Profesor de Ciencias Naturales y Biología;Licenciado en Educación;609;561;533;665;584;505;745;616;473;850;638;473;14;2;110000;2848864;20700;20;3;13;;16;25;58;;83;;I87S3C109J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1420;Pedagogía en Biología, Química y similares;Pedagogía en Ciencias Naturales y Física;;Diurno;Programa Regular;Educación;1007018;Profesional con Licenciatura;Ingreso Directo;1999;;10;;1003001;Profesor de Ciencias Naturales y Física;Licenciado en Educación;718;615;544;724;603;521;718;582;491;765;596;491;24;;110000;2848864;20700;20;18;6;;24;52;44;;96;;I87S1C244J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1421;Pedagogía en Biología, Química y similares;Pedagogía en Ciencias Naturales y Química;;Diurno;Programa Regular;Educación;1007018;Profesional con Licenciatura;Ingreso Directo;1999;;10;;1003001;Profesor de Ciencias Naturales y Química;Licenciado en Educación;706;596;529;732;609;508;782;612;424;850;636;434;15;;110000;2848864;20700;20;8;7;;15;35;41;;76;;I87S1C245J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;1397;Pedagogía en Castellano y similares;Pedagogía en Español;;Diurno;Programa Regular;Educación;1007003;Profesional con Licenciatura;Ingreso Directo;1929;;10;;1003001;Profesor de Español;Licenciado en Educación;729;605;525;755;645;599;777;662;544;850;691;544;38;2;110000;2848864;20700;40;15;25;;40;83;145;;228;;I87S1C113J1V1;Pregrado
2020;1003;U. DE CONCEPCIÓN;Univ.;(a) Universidades CRUCH;(b) Universidades Privadas CRUCH;(a) Acreditada;(a) Autónoma;(a)Adscritas a Gratuidad;Concepción;Concepción;Región del Bío-Bío;10;23667;Pedagogía en Educación Física y similares;Pedagogía en Educación Física;;Diurno;Programa Regular;Educación;1007005;Profesional con Licenciatura;Ingreso Directo;2012;;10;;1003001;Profesor de Educación Física;Licenciado en Educación;700;576;531;731;573;503;778;580;424;830;595;427;60;4;110000;2848864;20700;70;46;18;;64;236;98;;334;;I87S1C506J1V1;Pregrado
